iter	Logloss
131	0.4144675186
132	0.4143778754
133	0.4142645591
134	0.414125531
135	0.4139909527
136	0.4139005431
137	0.413782251
138	0.4136642978
139	0.4134894846
140	0.4133852017
141	0.4133191346
142	0.4132204448
143	0.4130777485
144	0.4128977896
145	0.4127875744
146	0.4126442641
147	0.4124718737
148	0.4123396722
149	0.4122681079
150	0.4120686168
151	0.4120083337
152	0.4118209985
153	0.411674231
154	0.4116089648
155	0.41154011
156	0.4114362544
157	0.411292856
158	0.4111985056
159	0.4110479442
160	0.4109212865
161	0.4108366225
162	0.410672054
163	0.4106088115
164	0.4104143839
165	0.4102426483
166	0.4101007512
167	0.4099804029
168	0.4098196248
169	0.4097343473
170	0.4096401537
171	0.4095902577
172	0.409433244
173	0.4093276513
174	0.4092648002
175	0.4092020904
176	0.4090644726
177	0.4089934063
178	0.4089057567
179	0.4088394472
180	0.4086488605
181	0.4085247412
182	0.4084032389
183	0.4083386345
184	0.4081966136
185	0.4081070222
186	0.4079715668
187	0.407919803
188	0.407726813
189	0.4075997608
190	0.4075256062
191	0.4074200231
192	0.4073411649
193	0.4072634899
194	0.4071470276
195	0.4070297794
196	0.4069352888
197	0.4067907304
198	0.4067235928
199	0.406637114
200	0.4065487578
201	0.4064687843
202	0.4063291854
203	0.4062959532
204	0.4062212081
205	0.4060817001
206	0.4060100353
207	0.4058436693
208	0.4057482697
209	0.4056877615
210	0.4055803727
211	0.4054662228
212	0.4053875405
213	0.4052897226
214	0.4052187763
215	0.4051170836
216	0.4049142462
217	0.4048352945
218	0.4047491043
219	0.4046703732
220	0.4045158396
221	0.4044033741
222	0.4042121975
223	0.4041280215
224	0.4039945289
225	0.4039180337
226	0.4038168033
227	0.4037243906
228	0.403625496
229	0.4035027126
230	0.4034958955
231	0.4034415577
232	0.4033298011
233	0.4031747188
234	0.4030915808
235	0.403045107
236	0.4029905432
237	0.4028543333
238	0.4027025384
239	0.4026040942
240	0.4024672919
241	0.4022586347
242	0.4021523804
243	0.4021081019
244	0.40197807
245	0.4019188904
246	0.4017715923
247	0.4016556223
248	0.401578769
249	0.4014769305
250	0.401397038
251	0.4012131673
252	0.4009978262
253	0.4009260794
254	0.4007618011
255	0.4006571073
256	0.4005840216
257	0.4005256727
258	0.4004069086
259	0.4002801389
260	0.400170355
261	0.4000530207
262	0.400008761
263	0.3999282223
264	0.3997096068
265	0.399596365
266	0.3995043142
267	0.3994028697
268	0.3993417596
269	0.3991625147
270	0.3990795744
271	0.3990283538
272	0.3988920485
273	0.398860269
274	0.3987518308
275	0.3985995143
276	0.3984717097
277	0.3983512471
278	0.3981907766
279	0.3981378187
280	0.3979802805
281	0.3978105382
282	0.3976944482
283	0.3975113977
284	0.3973719367
285	0.3972710522
286	0.3971390644
287	0.3970020777
288	0.396857022
289	0.396674966
290	0.3965890894
291	0.3964512663
292	0.3963742214
293	0.396177786
294	0.396098755
295	0.3960458992
296	0.3959364961
297	0.3958708582
298	0.3957940165
299	0.3957434986
300	0.3956573736
301	0.395551685
302	0.3954049044
303	0.3953537406
304	0.3952672863
305	0.3951566382
306	0.395126171
307	0.3950507438
308	0.3949225628
309	0.3948026317
310	0.3947454199
311	0.3947280811
312	0.3946197108
313	0.3945182602
314	0.3943772618
315	0.3942798788
316	0.3941842005
317	0.3940843399
318	0.3939533625
319	0.3938561384
320	0.3937828621
321	0.3936593027
322	0.3935587258
323	0.3934329692
324	0.3933842946
325	0.3932776072
326	0.39321312
327	0.3931099909
328	0.3930273403
329	0.3928682841
330	0.3927794824
331	0.3926389753
332	0.3925077681
333	0.392377724
334	0.3922586176
335	0.3920643706
336	0.3919799926
337	0.3918869844
338	0.3917870827
339	0.3917456481
340	0.3916016514
341	0.3914212881
342	0.3913294135
343	0.3912637513
344	0.3911210387
345	0.3909858258
346	0.3908786546
347	0.3907410545
348	0.3905856582
349	0.3904287035
350	0.3903199537
351	0.3901308071
352	0.3899003893
353	0.3897188685
354	0.3896154279
355	0.3894749215
356	0.3893902778
357	0.3892303593
358	0.3890923795
359	0.3890441235
360	0.3889475486
361	0.3888785368
362	0.3888131861
363	0.3887100473
364	0.3885854157
365	0.3885049901
366	0.3883915065
367	0.3882591327
368	0.3881950503
369	0.3881102178
370	0.3879848411
371	0.3878440949
372	0.3877836632
373	0.3876422449
374	0.3875311343
375	0.387408022
376	0.3873511203
377	0.387255671
378	0.387168975
379	0.3870446311
380	0.3869279113
381	0.3867994282
382	0.3866266271
383	0.3864325179
384	0.3863233461
385	0.3862065217
386	0.3860341097
387	0.3859002316
388	0.3858675458
389	0.3857675841
390	0.3855963828
391	0.3854705929
392	0.3853644175
393	0.3851312071
394	0.385066091
395	0.3849067048
396	0.3847702617
397	0.3845605147
398	0.3844323263
399	0.3842732774
400	0.3840940911
401	0.3839497868
402	0.3838308373
403	0.3836948976
404	0.383456493
405	0.3834006966
406	0.383294995
407	0.3831706428
408	0.3829703809
409	0.3828461015
410	0.3827404686
411	0.3826119409
412	0.3824625392
413	0.382377178
414	0.3822449859
415	0.3821791566
416	0.3820917073
417	0.3819613778
418	0.3817596382
419	0.3816203746
420	0.3815060852
421	0.3813846372
422	0.3813005484
423	0.3811892
424	0.3809596907
425	0.3808571564
426	0.3806504688
427	0.380560763
428	0.3804519338
429	0.3803253305
430	0.3801751374
431	0.380051898
432	0.3799522183
433	0.3798297443
434	0.3797238485
435	0.3795077771
436	0.3793517208
437	0.3792620475
438	0.3791273944
439	0.3790627256
440	0.378959153
441	0.3788628664
442	0.3787066865
443	0.3785056713
444	0.3783677791
445	0.3782285638
446	0.3780757527
447	0.3780244591
448	0.377927372
449	0.3778693056
450	0.3777747796
451	0.3776658962
452	0.3775045193
453	0.3773786055
454	0.3773365663
455	0.3771733765
456	0.377034999
457	0.3768985293
458	0.3768387798
459	0.3766875599
460	0.3765751447
461	0.3764446548
462	0.3763349771
463	0.3761604826
464	0.3760422367
465	0.3759375335
466	0.3758189862
467	0.3757225784
468	0.3756352318
469	0.3755151177
470	0.3754016307
471	0.3752762814
472	0.3751275152
473	0.3750171877
474	0.3749242711
475	0.3748418392
476	0.3747669889
477	0.374651183
478	0.3745391813
479	0.374445717
480	0.374313414
481	0.374287279
482	0.3741731035
483	0.3740132742
484	0.3739060285
485	0.3737716146
486	0.373698384
487	0.3735921549
488	0.3735032021
489	0.3733273406
490	0.373179095
491	0.373072935
492	0.372962229
493	0.3728668976
494	0.3727056816
495	0.3725507713
496	0.372438063
497	0.3722816889
498	0.3721505183
499	0.3720718844
500	0.3719503105
501	0.3718796634
502	0.3717617319
503	0.3715844779
504	0.3714786238
505	0.3713805535
506	0.3712388359
507	0.3710791781
508	0.3709795173
509	0.3708633584
510	0.3707490045
511	0.3705821367
512	0.3704618368
513	0.3702999751
514	0.3701856192
515	0.3700812432
516	0.3699710277
517	0.3698372683
518	0.3697790115
519	0.3696974993
520	0.3695752736
521	0.369433976
522	0.3693176297
523	0.3692226242
524	0.3690983859
525	0.3689901299
526	0.3689102557
527	0.3688365082
528	0.3687214181
529	0.3685995488
530	0.3684683387
531	0.3683537649
532	0.3681778234
533	0.3680929205
534	0.3680188961
535	0.3678974785
536	0.3677481663
537	0.3676388221
538	0.3675073656
539	0.3674301074
540	0.3673349541
541	0.3672106801
542	0.3671106185
543	0.3669933399
544	0.3669263637
545	0.3668163427
546	0.3666916683
547	0.3666209646
548	0.3665331945
549	0.3664244998
550	0.3662970335
551	0.3661799463
552	0.36606718
553	0.3659474505
554	0.3658806214
555	0.3657701668
556	0.3656391763
557	0.3654620813
558	0.3653937895
559	0.3652829901
560	0.3652177353
561	0.3651321823
562	0.3650293968
563	0.3649143177
564	0.3648558485
565	0.3648517557
566	0.3646820339
567	0.3645584237
568	0.3644472138
569	0.3643780559
570	0.3642665973
571	0.364124402
572	0.3640451607
573	0.3639314957
574	0.3637520267
575	0.3636216991
576	0.3634959234
577	0.3634078376
578	0.3632747503
579	0.3631556796
580	0.363048115
581	0.362947012
582	0.3628303986
583	0.3627222367
584	0.3626566521
585	0.3625729475
586	0.3624732942
587	0.3624182946
588	0.3623052803
589	0.36220687
590	0.3621016052
591	0.3619633947
592	0.3618796165
593	0.3617969104
594	0.3617763612
595	0.3617059961
596	0.3616090311
597	0.3615806482
598	0.3614345325
599	0.3613276162
600	0.3612367975
601	0.3611384008
602	0.3610559422
603	0.3608933815
604	0.360814635
605	0.3607256817
606	0.3605845232
607	0.3604208022
608	0.3602918414
609	0.3601932181
610	0.3600598785
611	0.3599287941
612	0.3597984566
613	0.3596500662
614	0.3595192386
615	0.3594141492
616	0.3593528167
617	0.3592441258
618	0.3591743549
619	0.3591042888
620	0.3590036009
621	0.3588886975
622	0.358816926
623	0.3587378096
624	0.358652454
625	0.3585191831
626	0.3584193351
627	0.3583404475
628	0.3582423977
629	0.3581628086
630	0.3580508144
631	0.3579396311
632	0.3577630336
633	0.3577138259
634	0.357627482
635	0.3575451099
636	0.3574334721
637	0.3572851505
638	0.3571769258
639	0.3570228355
640	0.3569286601
641	0.3568542321
642	0.3567749903
643	0.356702353
644	0.3565672586
645	0.3564525997
646	0.3563809551
647	0.3562867652
648	0.3561713904
649	0.3560659023
650	0.3559591352
651	0.3558773052
652	0.3557818601
653	0.3557196558
654	0.3556394807
655	0.3554810201
656	0.3554347245
657	0.3553453227
658	0.3552606789
659	0.3551384551
660	0.3550119991
661	0.3549163889
662	0.3548489542
663	0.3547984485
664	0.3547095226
665	0.3546125231
666	0.3545374197
667	0.3544247261
668	0.3543410403
669	0.3542531766
670	0.3541864707
671	0.3541143338
672	0.3540601612
673	0.3540127347
674	0.3538876481
675	0.3538235873
676	0.3537767552
677	0.3536641027
678	0.353594899
679	0.3535218827
680	0.3534459183
681	0.3533719785
682	0.3533052301
683	0.3532429348
684	0.3531387747
685	0.3530244173
686	0.3529718036
687	0.3529167692
688	0.3528412719
689	0.3527378959
690	0.3526229621
691	0.352507519
692	0.3524153941
693	0.3522912178
694	0.3521864225
695	0.3521071393
696	0.3519915241
697	0.3519026168
698	0.3518120029
699	0.3517202672
700	0.3516479106
701	0.351629864
702	0.3515111415
703	0.3514474109
704	0.3514061372
705	0.3513509073
706	0.3512563648
707	0.3511352186
708	0.3510499328
709	0.3509803999
710	0.3508633776
711	0.3507096939
712	0.3505949642
713	0.3504833368
714	0.3504339461
715	0.3503358164
716	0.3502107445
717	0.3501289094
718	0.3500239066
719	0.3499231277
720	0.3498448652
721	0.3497611622
722	0.349688488
723	0.3496443749
724	0.3495571152
725	0.349508418
726	0.3494202481
727	0.3493287291
728	0.3492802162
729	0.3491812246
730	0.3490402274
731	0.3489491512
732	0.3488388801
733	0.3487158617
734	0.348568279
735	0.3484421005
736	0.3483315755
737	0.3483009626
738	0.3481715729
739	0.3481007354
740	0.3480412067
741	0.3479479677
742	0.3478277726
743	0.3477059754
744	0.3475665718
745	0.3475106759
746	0.3474244676
747	0.347275492
748	0.3471962441
749	0.3470940074
750	0.3470001683
751	0.3469520011
752	0.346854978
753	0.346734096
754	0.3466651489
755	0.3465338847
756	0.3464356598
757	0.3464169091
758	0.346368316
759	0.3463174314
760	0.3462531851
761	0.3461917974
762	0.3460720754
763	0.3459810042
764	0.3458563999
765	0.3457783853
766	0.3456691273
767	0.345608747
768	0.3455230326
769	0.3454804843
770	0.3454145165
771	0.3453685608
772	0.3452541883
773	0.3451299238
774	0.345055581
775	0.3449900931
776	0.3449288749
777	0.34486953
778	0.3447813543
779	0.3446624902
780	0.3445579352
781	0.3444355015
782	0.3443088518
783	0.344202672
784	0.3440898614
785	0.3439892151
786	0.3438832474
787	0.343833412
788	0.3437442285
789	0.3436626029
790	0.343536245
791	0.3434799829
792	0.3433583622
793	0.3432799289
794	0.343159589
795	0.3430431461
796	0.3429375185
797	0.3428446973
798	0.34277138
799	0.3426370849
800	0.3425674367
801	0.3424900618
802	0.3423310762
803	0.3421957551
804	0.3421451673
805	0.3420771992
806	0.3419875408
807	0.341913628
808	0.3418523653
809	0.3417241406
810	0.3416623458
811	0.3416066462
812	0.3415359583
813	0.3414464826
814	0.3412977451
815	0.3412599548
816	0.3411749586
817	0.3410549939
818	0.3409761984
819	0.3408976399
820	0.3408364373
821	0.3406962864
822	0.3406056718
823	0.3405247905
824	0.3403883682
825	0.3403033165
826	0.3401751548
827	0.340094774
828	0.3400099474
829	0.33995664
830	0.339901835
831	0.3398308392
832	0.3397727593
833	0.3397156528
834	0.3396612182
835	0.3395674092
836	0.3395019903
837	0.3394348206
838	0.3393680768
839	0.339313362
840	0.3392387153
841	0.3391625148
842	0.3390505159
843	0.3389689551
844	0.3389409176
845	0.3388335661
846	0.3387343022
847	0.3386154341
848	0.3385465083
849	0.3384651205
850	0.3383855282
851	0.3383095653
852	0.3382974299
853	0.3382598467
854	0.3382081254
855	0.33815903
856	0.3380893739
857	0.3379851716
858	0.3379081097
859	0.3378570238
860	0.3378102603
861	0.3377041799
862	0.3376183767
863	0.3375400709
864	0.3374995409
865	0.3374572985
866	0.3373779401
867	0.3373227867
868	0.3372513301
869	0.3371492956
870	0.3370335139
871	0.3369378012
872	0.3368419438
873	0.3367781905
874	0.336690931
875	0.3365492278
876	0.3364819433
877	0.3364238582
878	0.3363225476
879	0.3362570672
880	0.3361526684
881	0.3360355475
882	0.3359683035
883	0.3359162425
884	0.3358398788
885	0.3357103077
886	0.3356226558
887	0.3354988355
888	0.3353995515
889	0.3353061903
890	0.3352611417
891	0.3351587181
892	0.3350883965
893	0.3350260729
894	0.3349832071
895	0.3348380584
896	0.3347327127
897	0.3346382668
898	0.3345540284
899	0.3344966859
900	0.3344152076
901	0.3343369546
902	0.3342456084
903	0.3342072111
904	0.3340890372
905	0.3340227513
906	0.3339654152
907	0.3339305855
908	0.3338519858
909	0.3338034482
910	0.3337113774
911	0.3336480252
912	0.3335902757
913	0.3335329182
914	0.3334505232
915	0.3333830009
916	0.3333689125
917	0.333277563
918	0.3332057971
919	0.3331342841
920	0.3330554958
921	0.3329823685
922	0.3328922929
923	0.3328101741
924	0.332764916
925	0.332653887
926	0.3325607793
927	0.3324898008
928	0.33244146
929	0.3323935573
930	0.3322795607
931	0.33218283
932	0.3320459718
933	0.3319737359
934	0.3318960624
935	0.3318365067
936	0.3317852616
937	0.3316929227
938	0.3316383872
939	0.3315211346
940	0.3314139097
941	0.3313326156
942	0.3312324507
943	0.331170211
944	0.331126431
945	0.3310139336
946	0.3309567911
947	0.3309105767
948	0.3308447031
949	0.3307807753
950	0.3307461568
951	0.3306518056
952	0.3305925035
953	0.3305816753
954	0.3305340994
955	0.3304463381
956	0.3303832386
957	0.330285371
958	0.3302433619
959	0.3301260582
960	0.3300173902
961	0.3299383563
962	0.329843241
963	0.3297706343
964	0.3297007951
965	0.3296176598
966	0.3295288815
967	0.3294621234
968	0.3293971486
969	0.3293281633
970	0.3292929285
971	0.3291987973
972	0.3290961428
973	0.3290584098
974	0.3289970899
975	0.3289270871
976	0.3288326879
977	0.3287453044
978	0.3286465232
979	0.3285882235
980	0.3285549062
981	0.3284865164
982	0.3283961146
983	0.328301348
984	0.3281804136
985	0.328054173
986	0.3280178791
987	0.3279436773
988	0.3278840928
989	0.3278340764
990	0.3277451479
991	0.3276831217
992	0.3276327502
993	0.3275639443
994	0.3274864778
995	0.3273836982
996	0.327304013
997	0.3272202577
998	0.3271345914
999	0.3270403208
